ps_CourseCode,course_Name,grade_Level,department,course_Id
48005X0APS,AP Seminar NCSSM,High School,Soc Stud,
48005X0HFD,Honors Foundations in Research NCSSM,High School,Soc Stud,
48005X0HIS,Hnrs Intro to Scholarly Research NCSSM,High School,Soc Stud,
4A007X0000,AP Comparative Government,High School,Soc Stud,
4A007X0800,AP Comparative Government and Politics,High School,Soc Stud,
4A017X0000,AP European History,High School,Soc Stud,
4A017X0800,AP European History,High School,Soc Stud,
4A017X080V,AP European History VPS,High School,Soc Stud,
4A027X0000,AP Human Geography,High School,Soc Stud,
4A027X0800,AP Human Geography,High School,Soc Stud,
4A027X080V,AP Human Geography VPS,High School,Soc Stud,
4A037X0000,AP Macroeconomics,High School,Soc Stud,
4A037X0404,AP Macroeconomics NCSSM,High School,Soc Stud,
4A037X0800,AP Macroeconomics,High School,Soc Stud,
4A047X0000,AP Microeconomics,High School,Soc Stud,
4A047X0800,AP Microeconomics,High School,Soc Stud,
4A047X0APM,AP Microeconomics NCSSM,High School,Soc Stud,
4A057X0000,AP Pyschology,High School,Soc Stud,
4A057X0800,AP Psychology,High School,Soc Stud,
4A057X080V,AP Psychology VPS,High School,Soc Stud,
4A067X0000,AP US Government,High School,Soc Stud,
4A067X0000,AP United States Government and Politics,,,
4A067X0800,AP United States Government and Politics,High School,Soc Stud,
4A067X080V,AP US Government and Politics VPS,High School,Soc Stud,
4A077X0000,AP United States History,High School,Soc Stud,
4A077X0800,AP United States History,High School,Soc Stud,
4A077X080V,AP United States History VPS,High School,Soc Stud,
4A077X08P5,AP United States History,High School,Soc Stud,
4A087X0000,AP World History,High School,Soc Stud,
4A087X0800,AP World History,High School,Soc Stud,
4A097X0000,AP World History: Modern,,,
4A097X0800,AP World History: Modern,High School,Soc Stud,
4A097X080V,AP World History: Modern VPS,High School,Soc Stud,
4C015X0000,ECO251 Prin of Microeconomics,High School,Soc Stud,
4C025X0000,ECO252 Prin of Macroeconomics,High School,Soc Stud,
4C035X0000,HIS111 World Civilizations I,High School,Soc Stud,
4C045X0000,HIS112 World Civilizations II,High School,Soc Stud,
4C055X0000,HIS131 American History I,High School,Soc Stud,
4C065X0000,HIS132 American History II,High School,Soc Stud,
4C075X0000,POL120 American Government,High School,Soc Stud,
4C085X0000,PSY150 General Psychology,High School,Soc Stud,
4C095X0000,SOC210 Introduction to Sociology,High School,Soc Stud,
4C105X0000,HIS121 Western Civilization I,High School,Soc Stud,
4C115X0000,HIS122 Western Civilization II,High School,Soc Stud,
4C125X0000,SOC220 Social Problems,High School,Soc Stud,
4C135X0000,PSY241 Developmental Psych,High School,Soc Stud,
4C155X0000,PSY281 Abnormal Psychology,High School,Soc Stud,
4C165X0000,ANT220 Cultural Anthropology,High School,Soc Stud,
4C175X0000,ANT210 General Anthropology,High School,Soc Stud,
4C185X0000,HIS236 North Carolina History,High School,Soc Stud,
4C195X0000,HIS221 African-American History,High School,Soc Stud,
4C205X0000,POL210 Comparative Government,High School,Soc Stud,
4C215X0000,POL220 International Relations,High School,Soc Stud,
4C235X0000,PSY237 Social Psychology,High School,Soc Stud,
4C275X0151,ECO151 Survey of Economics,High School,Soc Stud,
4C295X0000,SOC225 Social Diversity,High School,Soc Stud,
4C305X0000,SOC234 Sociology of Gender,High School,Soc Stud,
4C305X0234,SOC234 Sociology of Gender,High School,Soc Stud,
4C315X0221,ANT221 Comparative Cultures,High School,Soc Stud,
4C335X0000,GEO111 World Regional Geography,High School,Soc Stud,
4C355X0000,PSY231 Forensic Psychology,High School,Soc Stud,
4C375X0000,SOC213 Sociology of the Family,High School,Soc Stud,
4C395X0000,POL110 Intro to Political Science,High School,Soc Stud,
4C515X0000,HIS231 Recent American History,High School,Soc Stud,
4C725X0000,GEO131 Physical Geography I,High School,Soc Stud,
4C775X0000,GEO110 Introduction to Geography,High School,Soc Stud,
4C825X0000,PSY211 Psychology of Adjustment,High School,Soc Stud,
4I008X0810,IB History of the Americas HL I,High School,Soc Stud,
4I008X0820,IB History of the Americas HL II,High School,Soc Stud,
4I018X0810,IB Economics SL I,High School,Soc Stud,
4I018X0820,IB Economics SL II,High School,Soc Stud,
4I028X0810,IB Economics HL I,High School,Soc Stud,
4I028X0820,IB Economics HL II,High School,Soc Stud,
4I038X0810,IB Geography SL I,High School,Soc Stud,
4I038X0820,IB Geography SL II,High School,Soc Stud,
4I048X0810,IB Geography HL I,High School,Soc Stud,
4I048X0820,IB Geography HL II,High School,Soc Stud,
4I058X0810,IB History of Europe HL I,High School,Soc Stud,
4I058X0820,IB History of Europe HL II,High School,Soc Stud,
4I068X0810,IB Philosophy SL I,High School,Soc Stud,
4I068X0820,IB Philosophy SL II,High School,Soc Stud,
4I078X0810,IB Philosophy HL I,High School,Soc Stud,
4I078X0820,IB Philosophy HL II,High School,Soc Stud,
4I098X0810,IB Psychology SLI,High School,Soc Stud,
4I098X0820,IB Psychology SL II,High School,Soc Stud,
4I108X0810,IB Psychology HL I,High School,Soc Stud,
4I108X0820,IB Psychology HL II,High School,Soc Stud,
4I118X0810,IB Global Politics SL I,High School,Soc Stud,
4I118X0820,IB Global Politics SL II,High School,Soc Stud,
4I128X0810,IB World Religions SL I,High School,Soc Stud,
4I128X0820,IB World Religions SL II,High School,Soc Stud,
4I168X0820,IB Global Politics HL II,High School,Social Studi,
4I178X0800,IB History SL,,,
4U005X0001,SOCY1101 Introduction to Sociology,High School,Soc Stud,
4U005X0002,ECON1101 Economics of Social Issues,High School,Soc Stud,
4U005X0003,PSYC1101 General Psychology,High School,Soc Stud,
4U005X0013,AFRS2103 Introduction to Hip Hop,High School,Soc Stud,
4U005X0016,RELS3116 Paul,High School,Soc Stud,
4U005X0020,POLS2220 Political Science Methods,High School,Soc Stud,
4U005X0021,HIST2001 Topics in European History,High School,Soc Stud,
4U005X002N,HIST2002 Topics in Non-Western History,High School,Soc Stud,
4U005X0040,ANTH2040 Topics in Bio Anthropology,High School,Soc Stud,
4U005X0050,ANTH2050 Topics in Archaeology,High School,Soc Stud,
4U005X005R,RELS2105 New Testament Christian Origins,High School,Soc Stud,
4U005X0060,HIST2160 Afr-Amer History 1400-1860,High School,Soc Stud,
4U005X0070,AFRS2170 Intro Hlth & Env Iss Afri World,High School,Soc Stud,
4U005X0090,ANTH2090 Topics in Anthropology,High School,Soc Stud,
4U005X00A2,RELS2102 Intro to Asian Religions,High School,Soc Stud,
4U005X00AS,AFRS2050 Topics in Africana Studies,High School,Soc Stud,
4U005X00E0,PHIL1102 Intro to Philosophy Writing in,High School,Soc Stud,
4U005X00L0,LTAM1100 Intro to Latin America,High School,Soc Stud,
4U005X00SW,SOWK1101 The Field of Social Work,High School,Soc Stud,
4U005X0100,PHIL1001 Philosophy of Death and Dying,High School,Soc Stud,
4U005X0101,ANTH1101 Introduction to Anthropology,High School,Soc Stud,
4U005X0103,ECGR2103 Computer Utilization in C++,High School,Soc Stud,
4U005X0104,RELS2104 Hebrew Scriptures/Old Testament,High School,Soc Stud,
4U005X0105,PHIL1105 Critical Thinking,High School,Soc Stud,
4U005X010A,HIST2210 Pre-Colonial Africa,High School,Soc Stud,
4U005X010P,PHIL1002 Philosophy of Love,High School,Soc Stud,
4U005X010R,GEOG1110 Intro - Urban Regional Planning,High School,Soc Stud,
4U005X0110,POLS1110 American Politics,High School,Soc Stud,
4U005X0111,INTL1101 Intro to International Studies,High School,Soc Stud,
4U005X0112,SOCY2112 Popular Culture,High School,Soc Stud,
4U005X0115,SOCY2115 Introduction to Organizations,High School,Soc Stud,
4U005X0116,ENGL2116 Intro to Tech Communication,High School,Soc Stud,
4U005X0117,POLS1170 Intro to Political Philosophy,High School,Soc Stud,
4U005X011A,AFRS1100 Intro to Africana Studies,High School,Soc Stud,
4U005X011F,CHFD2111 Fnd in Child & Family Dev,High School,Soc Stud,
4U005X011G,GEOG1101 World Regional Geography,High School,Soc Stud,
4U005X011W,WGST1101 Introduction to Women’s Studies,High School,Soc Stud,
4U005X0120,HISt2120 American Military History,High School,Soc Stud,
4U005X0121,HIST1121 European History Since 1660,High School,Soc Stud,
4U005X0122,"ANTH2122 Beliefs, Symbols, and Rituals",High School,Soc Stud,
4U005X012P,ENGR1202 Intro to Engin Pract & Prin II,High School,Soc Stud,
4U005X0130,POLS1130 Comparative Politics,High School,Soc Stud,
4U005X0131,INTL2131 Int Peace Conflict & Ident Stud,High School,Soc Stud,
4U005X0141,ANTH2141 Principles of Bio Anthropology,High School,Soc Stud,
4U005X0150,POLS1150 International Politics,High School,Soc Stud,
4U005X0151,ANTH2151 Introduction to Archaeology,High School,Soc Stud,
4U005X0152,ANTH2152 New World Archaeology,High School,Soc Stud,
4U005X0156,ANTH2156 African Civilization,High School,Soc Stud,
4U005X0160,HIST1160 US History to 1865,High School,Soc Stud,
4U005X0161,HIST1161 US History Since 1865,High School,Soc Stud,
4U005X0163,HIST2163 African American Women History,High School,Soc Stud,
4U005X0170,HIST2170 Latinos in the US 1846-Present,High School,Soc Stud,
4U005X0200,RELS2000 Topics in Religious Studies,High School,Soc Stud,
4U005X0202,LTAM2002 Topics - Latin American Studies,High School,Soc Stud,
4U005X0205,WGST2050 Topics in Women’s Studies,High School,Soc Stud,
4U005X0207,HIST2207 Modern Latin America,High School,Soc Stud,
4U005X020G,GEOG2000 Topics in Geography,High School,Soc Stud,
4U005X020W,RELS1200 World Religions,High School,Soc Stud,
4U005X0210,GEOG2105 Intro to Economic Geography,High School,Soc Stud,
4U005X0211,"LBST2211 Eth Issue - Per, Pro & Pub Life",High School,Soc Stud,
4U005X0212,PSYC2120 Child Psychology,High School,Soc Stud,
4U005X0213,PSYC2130 Intro to Social Psychology,High School,Soc Stud,
4U005X0216,GEOG2165 Patterns of World Urbanization,High School,Soc Stud,
4U005X021A,SOCY2100 Aging and the Lifecourse,High School,Soc Stud,
4U005X021D,ESCI2101 The Environmental Dilemma,High School,Soc Stud,
4U005X021E,EDUC2100 Found of Edu and Div in Schools,High School,Soc Stud,
4U005X021G,GEOG2110 Intro to Geographic Research,High School,Soc Stud,
4U005X021P,PSYC2121 Adolescent Psychology,High School,Soc Stud,
4U005X0228,HIST2281 Modern Germany,High School,Soc Stud,
4U005X022H,HIST2201 History of Modern Asia,High School,Soc Stud,
4U005X022S,LBST2213 Science Technology and Society,High School,Soc Stud,
4U005X0230,HIST2230 Life in the Middle Ages,High School,Soc Stud,
4U005X0231,HIST2231 Magic Medieval & Early Mod Euro,High School,Soc Stud,
4U005X0265,HIST2265 History of Ireland,High School,Soc Stud,
4U005X02HP,PSYC2160 Intro to Health Psychology,High School,Soc Stud,
4U005X02MA,ECON2101 Principles of Economics - Macro,High School,Soc Stud,
4U005X02MI,ECON2102 Principles of Economics - Micro,High School,Soc Stud,
4U005X02PA,PSYC2150 Psychology of Adjustment,High School,Soc Stud,
4U005X02PP,POLS2120 Introduction to Public Policy,High School,Soc Stud,
4U005X03ST,GEOG1103 Spatial Thinking,High School,Soc Stud,
4U005X051P,PSYC2151 Intro to Abnormal Psychology,High School,Soc Stud,
4U005X0R01,RELS1101 Intro to Religion,High School,Soc Stud,
4U007X0002,HIST3002 Topics in Non-Western History,High School,Soc Stud,
4U007X0005,HIST3005 Topics in Law and History,High School,Soc Stud,
4U007X0027,ANTH3127 Anthropology of Violence,High School,Soc Stud,
4U007X0030,POLS3030 Topics in Comp or Intl Politics,High School,Soc Stud,
4U007X00A5,INTL3005 Topics in Asian Studies,High School,Soc Stud,
4U007X0105,PHIL2105 Deductive Logic,High School,Soc Stud,
4U007X0108,POLS3108 Soc Movements - Interest Groups,High School,Soc Stud,
4U007X0113,RELS3113 Jesus,High School,Soc Stud,
4U007X0115,RELS3115 Early Christianity,High School,Soc Stud,
4U007X0119,POLS3119 State and Local Government,High School,Soc Stud,
4U007X0120,GEOG3120 Fund of Geographic Info Systems,High School,Soc Stud,
4U007X0125,INTL3125 Food and Globalization,High School,Soc Stud,
4U007X0126,"ANTH3126 Vampires, Ghosts, & Witchcraft",High School,Soc Stud,
4U007X0129,RELS3129 Christian Controversies,High School,Soc Stud,
4U007X0135,SOCY4135 Sociology of Education,High School,Soc Stud,
4U007X0151,POLS3151 International Political Economy,High School,Soc Stud,
4U007X0169,SOCY3169 Sociology of Health and Illness,High School,Soc Stud,
4U007X0171,POLS3171 Hist Classical Political Philos,High School,Soc Stud,
4U007X0172,POLS3172 African American Pol Philosophy,High School,Soc Stud,
4U007X0177,POLS3177 Social and Political Philosophy,High School,Soc Stud,
4U007X01AL,ARCH4201 Arch History I: Prehist-1750,High School,Soc Stud,
4U007X0260,AFRS3260 Slavery Racism Col Africa Diasp,High School,Soc Stud,
4U007X0265,AFRS3265 African Economic Development,High School,Soc Stud,
4U007X0267,SOCY3267 Soc. of Dying Death Bereavement,High School,Soc Stud,
4U007X0300,HIST3001 Topics in European History,High School,Soc Stud,
4U007X0301,POLS3010 Topics Ameri Pol Public Admin,High School,Soc Stud,
4U007X0302,ANTH3020 Topics in Cultural Anthropology,High School,Soc Stud,
4U007X0310,HIST3105 Europe: French Rev and Napoleon,High School,Soc Stud,
4U007X0311,SOCY3110 American Minority Groups,High School,Soc Stud,
4U007X0315,RELS3150 Afri American Church/Civil Rhts,High School,Soc Stud,
4U007X0323,PHIL3230 Healthcare Ethics,High School,Soc Stud,
4U007X0328,HIST3288 Mod Amer West 1800 to Present,High School,Soc Stud,
4U007X0330,WGST3310 Gender and Sexuality,High School,Soc Stud,
4U007X0380,PSYC3808 Undergrad Teaching Assistant,High School,Soc Stud,
4U007X0390,PHIL3390 Topics in Ethics/Aesthetics,High School,Soc Stud,
4U007X03MP,PHIL3020 Modern Philosophy,High School,Soc Stud,
4U007X0413,WGST4130 Female Adolescence in America,High School,Soc Stud,
4U007X0414,WGST4140 African American Feminism,High School,Soc Stud,
4U007X0LP5,POLS3155 Latin American Political Econ,High School,Soc Stud,
4V008X0800,CIE Psychology AS,High School,Soc Stud,
4V018X0800,CIE Psychology A,High School,Soc Stud,
4V028X0800,CIE Sociology AS,High School,Soc Stud,
4V048X0800,CIE Geography AS,High School,Soc Stud,
50062Y0600,Exploring Arts: Dance 6th,Middle School,Arts Ed,590547
50062Y0801,Dance Major I,Middle School,Arts Ed,590547
50072Y0801,Dance Major II,Middle School,Arts Ed,590547
50082Y0801,Dance Major III,Middle School,Arts Ed,590547
50092Y0800,Ballet 7th,Middle School,Arts Ed,590547
50092Y0801,Ballet 8th,Middle School,Arts Ed,590547
51002Z0800,Dance Kindergarten,Elementary School,Arts Ed,590545
51012Z0800,Dance Grade 1,Elementary School,Arts Ed,590545
51022Z0800,Dance Grade 2,Elementary School,Arts Ed,590545
51032Z0800,Dance Grade 3,Elementary School,Arts Ed,590545
51042Z0800,Dance Grade 4,Elementary School,Arts Ed,590545
51052Z0800,Dance Grade 5,Elementary School,Arts Ed,590545
51062Y0000,Dance 6th,Middle School,Arts Ed,590547
51062Y0400,Dance 6th,Middle School,Arts Ed,590547
51062Y0800,Dance 6th,Middle School,Arts Ed,590547
51072Y0000,Dance 7th,Middle School,Arts Ed,590547
51072Y0400,Dance 7th,Middle School,Arts Ed,590547
51072Y0800,Dance 7th,Middle School,Arts Ed,590547
51082Y0000,Dance 8th,Middle School,Arts Ed,590547
51082Y0400,Dance 8th,Middle School,Arts Ed,590547
51082Y0800,Dance 8th,Middle School,Arts Ed,590547
51152X0000,Dance (Beginning),High School,Arts Ed,590547
51152X0800,Dance (Beginning),High School,Arts Ed,590547
51162X0000,Dance (Intermediate),High School,Arts Ed,590547
51162X0800,Dance (Intermediate),High School,Arts Ed,590547
51175X0000,Dance (Proficient),High School,Arts Ed,590547
51175X0800,Dance (Proficient),High School,Arts Ed,590547
51185X0000,Dance (Advanced),High School,Arts Ed,590547
51185X0800,Dance (Advanced),High School,Arts Ed,590547
51252X0801,Ballet (Beginning),High School,Arts Ed,590547
